Common Name,Scientific Name,Count,State/Province,Date
Pic vert,Picus viridis,2,FR-IDF,2026-04-06
Pic vert,Picus viridis,3,FR-IDF,2026-04-26
Pic noir,Dryocopus martius,1,FR-OCC,2025-08-03
Pic noir,Dryocopus martius,1,FR-OCC,2025-07-29
Pic noir,Dryocopus martius,1,FR-IDF,2026-01-07
Pic noir,Dryocopus martius,1,FR-IDF,2026-01-17
Pic noir,Dryocopus martius,1,FR-IDF,2026-03-07
Pic noir,Dryocopus martius,1,FR-IDF,2026-02-28
Pic noir,Dryocopus martius,2,FR-IDF,2026-04-04
Faucon crécerelle,Falco tinnunculus,3,FR-OCC,2025-08-01
Faucon crécerelle,Falco tinnunculus,4,FR-OCC,2025-08-02
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2026-01-18
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2025-08-24
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2025-08-17
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2025-08-24
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2026-04-12
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2025-12-09
Faucon crécerelle,Falco tinnunculus,1,FR-IDF,2026-04-25
Perruche à collier,Psittacula krameri,X,JP-13,2026-05-16
Perruche à collier,Psittacula krameri,4,FR-IDF,2026-04-18
Perruche à collier,Psittacula krameri,2,FR-IDF,2026-04-12
Perruche à collier,Psittacula krameri,4,FR-IDF,2026-02-28
